player,team,fantasy_pos,g,pass_cmp,pass_att,pass_yds,pass_td,pass_int,rush_att,rush_yds,rush_td,targets,rec,rec_yds,rec_td,fumbles_lost
Jeremy Ruckert,NYJ,TE,17,0,0,0,0,0,0,0,0,29,23,179,1,0
Mitchell Tinsley,CIN,WR,17,0,0,0,0,0,0,0,0,24,8,116,2,0
Jawhar Jordan,HOU,RB,4,0,0,0,0,0,43,193,0,7,7,34,0,0
Jaret Patterson,LAC,RB,6,0,0,0,0,0,41,159,1,4,3,8,0,0
Brock Wright,DET,TE,11,0,0,0,0,0,0,0,0,22,14,108,2,0
Elijah Arroyo,SEA,TE,13,0,0,0,0,0,0,0,0,26,15,179,1,1
Jack Bech,LVR,WR,16,0,0,0,0,0,0,0,0,29,20,224,0,0
Trey Benson,ARI,RB,4,0,0,0,0,0,29,160,0,16,13,64,0,0
Lil'Jordan Humphrey,2TM,WR,10,0,0,0,0,0,0,0,0,25,13,156,1,0
Malachi Corley,CLE,WR,13,0,0,0,0,0,13,127,0,14,11,79,0,0
Antonio Gibson,NWE,RB,5,0,0,0,0,0,25,106,1,3,2,6,0,1
Hunter Long,JAX,TE,9,0,0,0,0,0,0,0,0,17,12,85,2,0
Hunter Renfrow,CAR,WR,6,0,0,0,0,0,0,0,0,26,15,89,2,0
Adam Thielen,2TM,WR,16,0,0,0,0,0,0,0,0,35,19,186,0,0
Jahdae Walker,CHI,WR,9,0,0,0,0,0,0,0,0,10,6,87,2,0
Ameer Abdullah,IND,RB,13,0,0,0,0,0,14,60,1,17,16,99,0,1
Kevin Austin,NOR,WR,8,0,0,0,0,0,0,0,0,23,13,140,1,0
Chris Brooks,GNB,RB,17,0,0,0,0,0,27,106,0,17,13,91,0,0
Elijah Moore,BUF,WR,9,0,0,0,0,0,6,24,1,17,9,112,0,0
Elijah Moore,DEN,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Theo Wease,MIA,WR,3,0,0,0,0,0,0,0,0,10,6,139,1,0
Jaydon Blue,DAL,RB,5,0,0,0,0,0,38,129,1,1,1,5,0,0
Treylon Burks,WAS,WR,8,0,0,0,0,0,0,0,0,22,10,130,1,0
Gabe Davis,BUF,WR,6,0,0,0,0,0,0,0,0,18,12,129,1,0
Luke Farrell,SFO,TE,17,0,0,0,0,0,0,0,0,14,11,85,2,1
Miles Sanders,DAL,RB,4,0,0,0,0,0,20,117,1,8,8,30,0,1
Mo Alie-Cox,IND,TE,17,0,0,0,0,0,0,0,0,20,13,117,1,0
Jerome Ford,CLE,RB,13,0,0,0,0,0,24,73,0,32,26,103,0,0
Noah Gray,KAN,TE,16,0,0,0,0,0,0,0,0,37,21,178,0,0
Isaiah Hodgins,NYG,WR,7,0,0,0,0,0,0,0,0,19,10,115,1,0
Jimmy Horn,CAR,WR,13,0,0,0,0,0,8,69,0,15,11,108,0,0
Zay Jones,ARI,WR,8,0,0,0,0,0,0,0,0,18,12,183,0,0
Jalen McMillan,TAM,WR,4,0,0,0,0,0,1,1,0,15,12,178,0,0
Marquez Valdes-Scantling,2TM,WR,10,0,0,0,0,0,0,0,0,29,14,120,1,0
Jordan Whittington,LAR,WR,17,0,0,0,0,0,3,12,0,25,18,171,0,0
Andrew Beck,NYJ,FB,17,0,0,0,0,0,1,5,0,9,6,45,2,0
Raheem Mostert,LVR,RB,12,0,0,0,0,0,22,104,0,12,12,70,0,0
Drew Sample,CIN,TE,17,0,0,0,0,0,1,3,0,20,15,106,1,0
Raheim Sanders,CLE,RB,4,0,0,0,0,0,27,92,1,4,3,21,0,0
Ben Sinnott,WAS,TE,16,0,0,0,0,0,0,0,0,13,11,114,1,0
Tyler Badie,DEN,RB,16,0,0,0,0,0,8,23,0,31,19,141,0,0
John Bates,WAS,TE,15,0,0,0,0,0,0,0,0,16,11,103,1,0
Julian Hill,MIA,TE,14,0,0,0,0,0,0,0,0,20,15,140,0,0
Brycen Tremayne,CAR,WR,16,0,0,0,0,0,0,0,0,18,14,160,0,0
Savion Williams,GNB,WR,12,0,0,0,0,0,11,37,0,10,10,78,1,1
Rasheen Ali,BAL,RB,15,0,0,0,0,0,7,24,0,11,9,68,1,0
LeQuint Allen,JAX,RB,17,0,0,0,0,0,23,94,0,11,10,54,0,0
Ashton Dulin,IND,WR,12,0,0,0,0,0,3,44,0,10,5,106,0,0
Konata Mumpfield,LAR,WR,17,0,0,0,0,0,0,0,0,23,10,92,1,0
Mason Rudolph,PIT,QB,5,38,52,310,2,2,7,6,0,0,0,0,0,1
Brevyn Spann-Ford,DAL,TE,17,0,0,0,0,0,0,0,0,13,9,90,1,0
Cody White,SEA,WR,10,0,0,0,0,0,0,0,0,4,3,90,1,0
Grant Calcaterra,PHI,TE,15,0,0,0,0,0,0,0,0,13,9,76,1,0
Efton Chism,NWE,WR,8,0,0,0,0,0,0,0,0,3,3,75,1,0
C.J. Ham,MIN,FB,11,0,0,0,0,0,3,5,2,2,2,11,0,0
Terrell Jennings,NWE,RB,7,0,0,0,0,0,23,73,1,1,1,9,0,0
Kameron Johnson,TAM,WR,17,0,0,0,0,0,2,13,0,7,4,64,1,0
Trey Lance,LAC,QB,4,27,57,226,0,1,17,85,0,0,0,0,0,1
Tanner McKee,PHI,QB,4,24,43,274,1,1,8,8,0,0,0,0,0,0
Dare Ogunbowale,HOU,RB,17,0,0,0,0,0,11,25,1,13,10,76,0,1
Curtis Samuel,BUF,WR,6,0,0,0,0,0,0,0,0,9,7,81,1,0
Dont'e Thornton,LVR,WR,15,0,0,0,0,0,0,0,0,30,10,135,0,0
Braelon Allen,NYJ,RB,4,0,0,0,0,0,18,76,1,3,2,17,0,1
John FitzPatrick,GNB,TE,15,0,0,0,0,0,0,0,0,15,12,72,1,0
George Holani,SEA,RB,11,0,0,0,0,0,22,73,1,2,2,15,0,1
Allen Lazard,NYJ,WR,10,0,0,0,0,0,0,0,0,18,10,70,1,0
Luke Schoonmaker,DAL,TE,17,0,0,0,0,0,0,0,0,23,14,132,0,0
Ben Skowronek,PIT,WR,17,0,0,0,0,0,0,0,0,6,4,69,1,0
Shedrick Jackson,LVR,WR,5,0,0,0,0,0,1,3,0,5,4,56,1,0
Quintin Morris,JAX,TE,14,0,0,0,0,0,0,0,0,9,6,55,1,0
Josh Reynolds,NYJ,WR,5,0,0,0,0,0,0,0,0,21,11,101,0,0
Nate Adkins,DEN,TE,9,0,0,0,0,0,0,0,0,11,6,48,1,0
KeAndre Lambert-Smith,LAC,WR,10,0,0,0,0,0,0,0,0,12,5,51,1,0
Johnny Mundt,JAX,TE,16,0,0,0,0,0,0,0,0,19,9,111,0,0
Kene Nwangwu,NYJ,RB,12,0,0,0,0,0,13,49,0,1,0,0,0,0
Chris Oladokun,KAN,QB,3,35,55,235,1,0,5,18,0,0,0,0,0,2
Dante Pettis,NOR,WR,8,0,0,0,0,0,0,0,0,11,9,127,0,1
Jack Stoll,NOR,TE,15,0,0,0,0,0,0,0,0,11,6,46,1,0
Ian Thomas,LVR,TE,15,0,0,0,0,0,0,0,0,13,13,114,0,0
Jamari Thrash,CLE,WR,9,0,0,0,0,0,0,0,0,15,10,107,0,0
Tylan Wallace,BAL,WR,14,0,0,0,0,0,0,0,0,8,4,45,1,0
Brittain Brown,CHI,RB,3,0,0,0,0,0,5,37,1,1,0,0,0,0
Tyler Conklin,LAC,TE,13,0,0,0,0,0,1,2,0,10,7,101,0,0
Andy Dalton,CAR,QB,4,25,37,293,1,1,5,-2,0,0,0,0,0,2
Will Dissly,LAC,TE,9,0,0,0,0,0,0,0,0,16,11,97,0,0
DJ Giddens,IND,RB,9,0,0,0,0,0,26,96,0,2,0,0,0,0
Joe Milton,DAL,QB,4,15,24,183,1,2,5,50,0,0,0,0,0,1
Skyy Moore,SFO,WR,17,0,0,0,0,0,2,11,0,7,5,87,0,0
Adam Prentice,DEN,FB,17,0,0,0,0,0,10,44,0,8,6,53,0,0
Josh Whyle,GNB,TE,8,0,0,0,0,0,0,0,0,6,5,36,1,0
Michael Bandy,DEN,WR,4,0,0,0,0,0,0,0,0,4,4,50,1,1
Tanner Conner,MIA,TE,9,0,0,0,0,0,0,0,0,15,9,91,0,0
Darius Cooper,PHI,WR,13,0,0,0,0,0,0,0,0,11,9,92,0,0
Trevor Etienne,CAR,RB,17,0,0,0,0,0,20,94,0,3,3,13,0,1
Najee Harris,LAC,RB,3,0,0,0,0,0,15,61,0,3,3,25,0,0
Malik Heath,GNB,WR,11,0,0,0,0,0,0,0,0,7,6,86,0,0
Phil Mafah,DAL,RB,1,0,0,0,0,0,5,18,1,2,2,11,0,0
David Martin-Robinson,TEN,TE,17,0,0,0,0,0,0,0,0,6,4,30,1,0
Ryan Miller,TAM,WR,13,0,0,0,0,0,0,0,0,4,2,34,1,0
Andrew Ogletree,IND,TE,15,0,0,0,0,0,0,0,0,6,4,27,1,0
Will Shipley,PHI,RB,15,0,0,0,0,0,14,49,0,12,9,56,0,1
Mason Tipton,NOR,WR,14,0,0,0,0,0,4,18,0,17,11,76,0,0
Casey Washington,ATL,WR,7,0,0,0,0,0,0,0,0,14,6,94,0,0
Nick Westbrook-Ikhine,MIA,WR,15,0,0,0,0,0,0,0,0,20,11,89,0,0
Trayveon Williams,2TM,RB,7,0,0,0,0,0,10,36,0,9,8,55,0,0
Ronnie Bell,NOR,WR,2,0,0,0,0,0,0,0,0,4,2,23,1,0
British Brooks,HOU,RB,15,0,0,0,0,0,17,78,0,0,0,0,0,0
Noah Brown,WAS,WR,4,0,0,0,0,0,0,0,0,10,5,83,0,0
Josiah Deguara,ARI,TE,12,0,0,0,0,0,0,0,0,5,3,21,1,0
Austin Ekeler,WAS,RB,2,0,0,0,0,0,14,43,0,7,5,38,0,0
Kaleb Johnson,PIT,RB,10,0,0,0,0,0,28,69,0,2,1,9,0,0
Kenny Pickett,LVR,QB,6,28,45,188,1,2,5,22,0,0,0,0,0,1
Cade Stover,HOU,TE,9,0,0,0,0,0,4,3,0,16,12,76,0,0
Cam Akers,2TM,RB,6,1,1,32,1,0,5,19,0,1,0,0,0,0
Devin Culp,TAM,TE,13,0,0,0,0,0,0,0,0,1,1,6,1,0
Corey Kiner,ARI,RB,4,0,0,0,0,0,12,58,0,3,2,15,0,0
Ray-Ray McCloud,2TM,WR,6,0,0,0,0,0,0,0,0,15,7,69,0,0
James Proche,TEN,WR,9,0,0,0,0,0,0,0,0,12,6,65,0,0
Arian Smith,NYJ,WR,16,0,0,0,0,0,4,13,0,16,7,52,0,0
Xavier Weaver,ARI,WR,10,0,0,0,0,0,0,0,0,13,7,67,0,0
Ty Chandler,MIN,RB,3,0,0,0,0,0,17,47,0,4,3,11,0,0
AJ Dillon,PHI,RB,7,0,0,0,0,0,12,60,0,3,3,21,0,1
Hassan Haskins,LAC,RB,12,0,0,0,0,0,17,47,0,4,4,13,0,0
Khalil Herbert,NYJ,RB,7,0,0,0,0,0,16,52,0,4,1,4,0,0
Alec Ingold,MIA,FB,17,0,0,0,0,0,2,9,0,11,8,52,0,0
Charlie Jones,CIN,WR,14,0,0,0,0,0,0,0,0,1,0,0,0,0
Scotty Miller,PIT,WR,13,0,0,0,0,0,0,0,0,14,9,62,0,0
Foster Moreau,NOR,TE,11,0,0,0,0,0,0,0,0,10,7,59,0,0
Zamir White,LVR,RB,6,0,0,0,0,0,12,32,0,6,4,24,0,0
Robbie Chosen,WAS,WR,3,0,0,0,0,0,0,0,0,9,5,53,0,0
Brenden Bates,2TM,TE,9,0,0,0,0,0,0,0,0,5,4,48,0,0
Tahj Brooks,CIN,RB,16,0,0,0,0,0,16,45,0,2,1,9,0,0
Anthony Firkser,DET,TE,7,0,0,0,0,0,0,0,0,10,8,53,0,0
Evan Hull,NOR,RB,6,0,0,0,0,0,19,48,0,1,1,6,0,0
Mason Kinsey,TEN,WR,10,0,0,0,0,0,0,0,0,4,2,48,0,0
Gage Larvadain,CLE,WR,13,0,0,0,0,0,1,3,0,14,7,71,0,1
Aidan O'Connell,LVR,QB,1,10,22,102,0,0,1,7,0,0,0,0,0,0
Ronnie Rivers,LAR,RB,11,0,0,0,0,0,9,46,0,0,0,0,0,0
Eric Saubert,SEA,TE,11,0,0,0,0,0,0,0,0,7,4,31,0,0
Stone Smartt,NYJ,TE,15,0,0,0,0,0,0,0,0,9,7,52,0,0
Austin Trammell,JAX,WR,6,0,0,0,0,0,0,0,0,10,3,46,0,0
Charlie Woerner,ATL,TE,17,0,0,0,0,0,0,0,0,9,8,48,0,0
Dareke Young,SEA,WR,9,0,0,0,0,0,0,0,0,3,2,48,0,0
Braxton Berrios,HOU,WR,4,0,0,0,0,0,0,0,0,8,6,37,0,0
Max Brosmer,MIN,QB,7,47,71,328,0,4,7,11,0,0,0,0,0,1
Shane Buechele,KAN,QB,1,7,14,88,0,0,1,4,0,0,0,0,0,0
Nathan Carter,ATL,RB,7,0,0,0,0,0,9,60,0,0,0,0,0,1
Julius Chestnut,TEN,RB,17,0,0,0,0,0,11,40,0,2,0,0,0,0
Dylan Drummond,ATL,WR,9,0,0,0,0,0,0,0,0,11,7,42,0,0
D'Wayne Eskridge,MIA,WR,13,0,0,0,0,0,0,0,0,7,4,62,0,1
Kylen Granson,PHI,TE,17,0,0,0,0,0,0,0,0,9,7,40,0,0
Jalin Hyatt,NYG,WR,8,0,0,0,0,0,0,0,0,14,5,35,0,0
Tom Kennedy,DET,WR,6,0,0,0,0,0,0,0,0,4,4,36,0,0
Keleki Latu,BUF,TE,5,0,0,0,0,0,0,0,0,4,4,35,0,0
Albert Okwuegbunam,LVR,TE,1,0,0,0,0,0,0,0,0,6,5,36,0,0
Dameon Pierce,2TM,RB,5,0,0,0,0,0,14,36,0,1,0,0,0,0
Xavier Restrepo,TEN,WR,2,0,0,0,0,0,0,0,0,7,3,41,0,0
Cedrick Wilson Jr.,MIA,WR,10,0,0,0,0,0,0,0,0,9,5,44,0,0
Tyson Bagent,CHI,QB,3,3,4,47,0,0,2,7,0,0,0,0,0,0
Teddy Bridgewater,TAM,QB,4,8,15,62,0,0,3,4,0,0,0,0,0,0
Jalen Brooks,2TM,WR,6,0,0,0,0,0,0,0,0,6,3,51,0,1
Beaux Collins,NYG,WR,9,0,0,0,0,0,0,0,0,6,2,25,0,0
Devin Duvernay,CHI,WR,17,0,0,0,0,0,0,0,0,5,2,26,0,0
Tai Felton,MIN,WR,17,0,0,0,0,0,0,0,0,3,3,25,0,0
Reggie Gilliam,BUF,FB,17,0,0,0,0,0,2,4,0,2,2,24,0,0
Tyler Goodson,IND,RB,11,0,0,0,0,0,9,24,0,3,2,8,0,0
KhaDarel Hodge,ATL,WR,12,0,0,0,0,0,0,0,0,10,3,31,0,0
D'Ernest Johnson,2TM,RB,8,0,0,0,0,0,14,25,0,0,0,0,0,0
Jacoby Jones,WAS,WR,1,0,0,0,0,0,0,0,0,1,1,25,0,0
Velus Jones Jr.,2TM,WR,8,0,0,0,0,0,4,32,0,0,0,0,0,0
Jonathan Mingo,DAL,WR,6,0,0,0,0,0,0,0,0,5,1,25,0,0
James Mitchell,CAR,TE,5,0,0,0,0,0,0,0,0,3,3,28,0,0
Nikko Remigio,KAN,WR,14,0,0,0,0,0,1,11,0,1,1,21,0,0
Ben Sims,2TM,TE,11,0,0,0,0,0,0,0,0,6,3,30,0,0
Durham Smythe,CHI,TE,17,0,0,0,0,0,0,0,0,6,4,25,0,0
Deven Thompkins,ATL,WR,7,0,0,0,0,0,1,5,0,3,3,27,0,0
Jordan Watkins,SFO,WR,4,0,0,0,0,0,0,0,0,3,2,26,0,0
Justin Watson,HOU,WR,3,0,0,0,0,0,0,0,0,4,3,30,0,0
Jake Bobo,SEA,WR,11,0,0,0,0,0,0,0,0,2,2,20,0,0
Britain Covey,PHI,WR,6,0,0,0,0,0,0,0,0,4,2,20,0,0
DeeJay Dallas,2TM,RB,6,0,0,0,0,0,3,21,0,1,0,0,0,0
Joshua Dobbs,NWE,QB,4,7,10,65,0,0,10,-5,0,0,0,0,0,0
Clyde Edwards-Helaire,KAN,RB,2,0,0,0,0,0,7,13,0,2,2,9,0,0
Tucker Fisk,LAC,TE,10,0,0,0,0,0,0,0,0,4,2,19,0,0
Roschon Johnson,CHI,RB,7,0,0,0,0,0,2,17,0,0,0,0,0,0
Tim Jones,2TM,WR,4,0,0,0,0,0,0,0,0,1,1,15,0,0
Jakobie Keeney-James,GNB,WR,1,0,0,0,0,0,0,0,0,2,2,15,0,0
Lucas Krull,DEN,TE,3,0,0,0,0,0,0,0,0,4,2,15,0,0
Will Mallory,IND,TE,2,0,0,0,0,0,0,0,0,1,1,16,0,0
Tay Martin,WAS,WR,3,0,0,0,0,0,0,0,0,2,2,23,0,0
Zaire Mitchell-Paden,2TM,TE,8,0,0,0,0,0,0,0,0,3,2,17,0,0
David Moore,CAR,WR,4,0,0,0,0,0,1,12,0,1,1,5,0,0
Tip Reiman,ARI,TE,4,0,0,0,0,0,0,0,0,5,3,18,0,0
Cooper Rush,BAL,QB,4,34,52,303,0,4,4,-4,0,0,0,0,0,1
Trent Sherfield,2TM,WR,12,0,0,0,0,0,0,0,0,5,3,21,0,0
Clayton Tune,GNB,QB,2,7,15,42,0,1,5,23,0,0,0,0,0,0
Tahj Washington,MIA,WR,6,0,0,0,0,0,0,0,0,5,3,37,0,1
Jared Wayne,HOU,WR,1,0,0,0,0,0,0,0,0,2,2,20,0,0
Jelani Woods,NYJ,TE,4,0,0,0,0,0,0,0,0,3,1,4,0,0
Jacardia Wright,SEA,RB,1,0,0,0,0,0,5,20,0,0,0,0,0,0
Colson Yankoff,WAS,TE,14,0,0,0,0,0,0,0,0,3,2,18,0,0
Shane Zylstra,DET,TE,6,0,0,0,0,0,0,0,0,5,3,20,0,0
Brandon Allen,TEN,QB,1,17,30,72,0,1,0,0,0,0,0,0,0,0
Andre Baccellia,ARI,WR,5,0,0,0,0,0,0,0,0,4,2,8,0,0
Alex Bachman,LVR,WR,13,0,0,0,0,0,0,0,0,3,2,12,0,0
Harrison Bryant,HOU,TE,12,0,0,0,0,0,0,0,0,6,2,7,0,0
Sal Cannella,CLE,TE,2,0,0,0,0,0,0,0,0,5,2,11,0,0
Payne Durham,TAM,TE,17,0,0,0,0,0,0,0,0,4,1,11,0,0
Ross Dwelley,DET,TE,11,0,0,0,0,0,0,0,0,5,2,7,0,0
Myles Gaskin,SEA,RB,1,0,0,0,0,0,3,6,0,0,0,0,0,0
Anthony Gould,IND,WR,11,0,0,0,0,0,0,0,0,2,2,6,0,0
Cam Grandy,CIN,TE,5,0,0,0,0,0,0,0,0,2,2,7,0,0
Amar Johnson,LAC,RB,2,0,0,0,0,0,2,8,0,1,0,0,0,0
Dylan Laube,LVR,RB,17,0,0,0,0,0,7,9,0,4,3,18,0,1
Chris Manhertz,NYG,TE,17,0,0,0,0,0,0,0,0,2,1,7,0,0
Moliki Matavao,NOR,TE,6,0,0,0,0,0,0,0,0,2,2,10,0,0
Kalel Mullings,TEN,RB,9,0,0,0,0,0,3,7,0,0,0,0,0,0
Bryce Oliver,TEN,WR,3,0,0,0,0,0,0,0,0,1,1,8,0,0
Patrick Ricard,BAL,FB,11,0,0,0,0,0,1,3,0,2,1,8,0,0
Anthony Richardson,IND,QB,2,1,2,9,0,0,4,-1,0,1,1,9,0,0
Jacob Saylors,DET,RB,16,0,0,0,0,0,2,11,0,0,0,0,0,0
Quentin Skinner,NYJ,WR,1,0,0,0,0,0,0,0,0,1,1,10,0,0
Josh Williams,TAM,RB,3,0,0,0,0,0,4,11,0,0,0,0,0,0
Zach Wilson,MIA,QB,4,6,11,32,0,0,3,1,0,0,0,0,0,0
Owen Wright,TAM,RB,3,0,0,0,0,0,3,6,0,0,0,0,0,0
Ben Yurosek,MIN,TE,12,0,0,0,0,0,0,0,0,3,2,14,0,0
