player,team,fantasy_pos,g,pass_cmp,pass_att,pass_yds,pass_td,pass_int,rush_att,rush_yds,rush_td,targets,rec,rec_yds,rec_td,fumbles_lost
Hunter Renfrow,LVR,WR,17,0,0,0,0,0,0,0,0,37,25,255,0,1
Jacoby Brissett,WAS,QB,3,18,23,224,3,0,3,19,0,0,0,0,0,0
Dyami Brown,WAS,WR,17,1,1,4,0,0,1,0,0,23,12,168,1,0
Sam Darnold,SFO,QB,10,28,46,297,2,1,21,15,1,0,0,0,0,1
Will Dissly,SEA,TE,16,0,0,0,0,0,0,0,0,22,17,172,1,0
Darrynton Evans,2TM,RB,7,0,0,0,0,0,32,121,1,12,7,49,0,0
KhaDarel Hodge,ATL,WR,17,0,0,0,0,0,1,0,0,23,14,232,0,0
Austin Hooper,LVR,TE,17,0,0,0,0,0,0,0,0,31,25,234,0,0
Johnny Mundt,MIN,TE,17,0,0,0,0,0,0,0,0,23,17,172,1,0
Cedric Tillman,CLE,WR,14,0,0,0,0,0,1,8,0,44,21,224,0,0
Parker Washington,JAX,WR,9,0,0,0,0,0,0,0,0,21,16,132,2,1
Ameer Abdullah,LVR,RB,17,0,0,0,0,0,15,89,0,24,19,131,0,0
Tank Bigsby,JAX,RB,17,0,0,0,0,0,50,132,2,4,1,6,0,2
Elijah Higgins,ARI,TE,11,0,0,0,0,0,0,0,0,19,14,163,1,0
Jalen Reagor,NWE,WR,11,0,0,0,0,0,1,17,0,23,7,138,0,0
Stone Smartt,LAC,TE,16,0,0,0,0,0,0,0,0,21,11,155,1,0
Dorian Thompson-Robinson,CLE,QB,8,60,112,440,1,4,14,65,0,0,0,0,0,0
C.J. Beathard,JAX,QB,7,40,53,349,1,0,8,35,0,0,0,0,0,0
Derius Davis,LAC,WR,17,0,0,0,0,0,14,101,0,17,15,66,0,1
Van Jefferson,2TM,WR,17,0,0,0,0,0,1,4,0,43,20,209,0,0
Will Mallory,IND,TE,12,0,0,0,0,0,0,0,0,26,18,207,0,0
Jamison Crowder,WAS,WR,17,0,0,0,0,0,0,0,0,20,16,159,1,1
P.J. Walker,CLE,QB,6,54,111,674,1,5,13,30,0,0,0,0,0,2
Quez Watkins,PHI,WR,9,0,0,0,0,0,0,0,0,21,15,142,1,0
Robbie Chosen,MIA,WR,9,0,0,0,0,0,0,0,0,6,4,126,1,0
Nick Chubb,CLE,RB,2,0,0,0,0,0,28,170,0,4,4,21,0,0
Malik Heath,GNB,WR,13,0,0,0,0,0,0,0,0,24,15,125,1,0
Luke Schoonmaker,DAL,TE,17,0,0,0,0,0,0,0,0,15,8,65,2,0
Tyler Scott,CHI,WR,17,0,0,0,0,0,7,41,0,32,17,168,0,1
Patrick Taylor,GNB,RB,11,0,0,0,0,0,32,141,0,17,11,49,0,0
River Cracraft,MIA,WR,10,0,0,0,0,0,0,0,0,12,9,121,1,0
Kevin Harris,NWE,RB,4,0,0,0,0,0,16,65,1,3,3,58,0,0
Davis Mills,HOU,QB,6,18,39,173,2,0,2,9,0,0,0,0,0,0
Deven Thompkins,TAM,WR,17,0,0,0,0,0,8,56,0,25,17,83,1,1
Melvin Gordon,BAL,RB,4,0,0,0,0,0,26,81,1,3,3,46,0,1
Damien Harris,BUF,RB,6,0,0,0,0,0,23,94,1,2,2,16,0,0
Connor Heyward,PIT,TE,17,0,1,0,0,0,1,0,0,34,23,167,0,0
Ray-Ray McCloud,SFO,WR,12,0,0,0,0,0,3,30,0,15,12,135,0,0
MyCole Pruitt,ATL,TE,17,0,0,0,0,0,0,0,0,12,9,110,1,0
Trey Sermon,IND,RB,14,0,0,0,0,0,35,160,0,6,3,13,0,0
Davis Allen,LAR,TE,15,0,0,0,0,0,0,0,0,11,10,95,1,0
Luke Farrell,JAX,TE,17,0,0,0,0,0,0,0,0,15,13,155,0,0
Lucas Krull,DEN,TE,7,0,0,0,0,0,0,0,0,14,8,95,1,0
John Metchie,HOU,WR,16,0,0,0,0,0,1,4,0,30,16,158,0,0
Donovan Peoples-Jones,2TM,WR,15,0,0,0,0,0,0,0,0,25,13,155,0,0
Kyle Philips,TEN,WR,9,0,0,0,0,0,0,0,0,22,15,181,0,1
Irv Smith Jr.,CIN,TE,12,0,0,0,0,0,0,0,0,26,18,115,1,1
John Bates,WAS,TE,17,0,0,0,0,0,0,0,0,28,19,151,0,0
Jalen Guyton,LAC,WR,8,0,0,0,0,0,0,0,0,21,10,89,1,0
Charlie Kolar,BAL,TE,15,0,0,0,0,0,0,0,0,9,7,87,1,0
David Moore,TAM,WR,7,0,0,0,0,0,0,0,0,7,5,94,1,0
Ronnie Rivers,LAR,RB,9,0,0,0,0,0,32,129,0,5,5,22,0,0
Jeremy Ruckert,NYJ,TE,15,0,0,0,0,0,0,0,0,22,16,151,0,0
Trent Sherfield,BUF,WR,17,0,0,0,0,0,0,0,0,22,11,86,1,0
Josh Whyle,TEN,TE,11,0,0,0,0,0,0,0,0,15,9,94,1,0
Brock Wright,DET,TE,14,0,0,0,0,0,0,0,0,14,13,91,1,0
Chase Claypool,2TM,WR,12,0,0,0,0,0,0,0,0,21,8,77,1,0
Jeff Driskel,CLE,QB,1,13,26,166,2,2,7,33,0,0,0,0,0,0
Xavier Hutchinson,HOU,WR,16,0,0,0,0,0,5,49,0,19,8,90,0,0
Charlie Jones,CIN,WR,11,0,0,0,0,0,2,13,0,9,7,64,0,0
Terrace Marshall Jr.,CAR,WR,9,0,0,0,0,0,0,0,0,33,19,139,0,0
Byron Pringle,WAS,WR,17,0,0,0,0,0,0,0,0,22,14,161,0,1
Ben Skowronek,LAR,WR,17,0,0,0,0,0,2,9,0,12,8,66,1,0
Tyquan Thornton,NWE,WR,9,0,0,0,0,0,3,51,0,23,13,91,0,0
Jordan Akins,CLE,TE,17,0,0,0,0,0,0,0,0,23,15,132,0,0
Isaiah Spiller,LAC,RB,9,0,0,0,0,0,37,96,0,6,6,34,0,0
Stephen Sullivan,CAR,TE,11,0,0,0,0,0,0,0,0,24,12,125,0,0
Lynn Bowden Jr.,NOR,WR,15,0,0,0,0,0,5,32,0,16,11,83,0,0
Jason Brownlee,NYJ,WR,7,0,0,0,0,0,0,0,0,8,5,56,1,0
Randall Cobb,NYJ,WR,11,0,0,0,0,0,0,0,0,17,5,39,1,0
Tyler Goodson,IND,RB,6,0,0,0,0,0,13,87,0,9,6,34,0,0
Alec Ingold,MIA,FB,17,0,0,0,0,0,2,0,0,16,13,119,0,0
Marcus Mariota,PHI,QB,3,15,23,164,1,1,8,52,0,0,0,0,0,1
D.J. Montgomery,IND,WR,7,0,0,0,0,0,0,0,0,8,3,56,1,0
Boston Scott,PHI,RB,15,0,0,0,0,0,20,86,0,6,4,52,0,1
Laviska Shenault Jr.,CAR,WR,8,0,0,0,0,0,12,55,0,10,10,60,0,0
Cole Turner,WAS,TE,12,0,0,0,0,0,0,0,0,15,11,120,0,0
C.J. Uzomah,NYJ,TE,12,0,0,0,0,0,0,0,0,12,8,58,1,0
Jameis Winston,NOR,QB,7,25,47,264,2,3,5,-6,0,0,0,0,0,0
Raheem Blackshear,CAR,RB,12,0,0,0,0,0,14,46,0,7,6,45,0,0
Brandon Bolden,LVR,RB,17,0,0,0,0,0,4,31,1,0,0,0,0,0
Tim Boyle,NYJ,QB,3,48,77,360,1,4,4,5,0,0,0,0,0,0
Chris Brooks,MIA,RB,9,0,0,0,0,0,19,106,0,0,0,0,0,0
Mecole Hardman,2TM,WR,11,0,0,0,0,0,1,3,0,24,15,124,0,1
La'Mical Perine,KAN,RB,3,0,0,0,0,0,22,77,0,5,3,33,0,0
Patrick Ricard,BAL,FB,17,0,0,0,0,0,0,0,0,7,5,52,1,0
Robert Tonyan,CHI,TE,17,0,0,0,0,0,0,0,0,17,11,112,0,0
Emanuel Wilson,GNB,RB,7,0,0,0,0,0,14,85,0,5,4,23,0,0
Lawrence Cager,NYG,TE,11,0,0,0,0,0,0,0,0,5,4,36,1,0
Parris Campbell,NYG,WR,12,0,0,0,0,0,0,0,0,27,20,104,0,0
J.K. Dobbins,BAL,RB,1,0,0,0,0,0,8,22,1,3,2,15,0,0
Marquise Goodwin,CLE,WR,12,0,0,0,0,0,4,33,0,13,4,67,0,0
Keaontay Ingram,ARI,RB,8,0,0,0,0,0,35,74,0,4,4,26,0,0
Case Keenum,HOU,QB,2,34,53,291,1,3,2,1,0,0,0,0,0,0
Keith Kirkwood,NOR,WR,13,0,0,0,0,0,0,0,0,9,5,37,1,0
Hunter Luepke,DAL,RB,17,0,0,0,0,0,6,19,1,4,3,18,0,0
Sterling Shepard,NYG,WR,15,0,0,0,0,0,1,6,0,22,10,57,1,1
Brenton Strange,JAX,TE,14,0,0,0,0,0,0,0,0,9,5,35,1,0
Israel Abanikanda,NYJ,RB,6,0,0,0,0,0,22,70,0,11,7,43,0,1
Nick Bawden,NYJ,FB,16,0,0,0,0,0,2,4,1,3,3,21,0,0
Richie James,KAN,WR,9,0,0,0,0,0,0,0,0,14,10,114,0,1
Marcedes Lewis,CHI,TE,17,0,0,0,0,0,0,0,0,5,4,29,1,0
Quintin Morris,BUF,TE,15,0,0,0,0,0,0,0,0,3,2,26,1,0
Geoff Swaim,ARI,TE,14,0,0,0,0,0,0,0,0,11,10,94,0,0
Brycen Hopkins,LAR,TE,15,0,0,0,0,0,0,0,0,7,5,78,0,0
Tim Jones,JAX,WR,17,0,0,0,0,0,0,0,0,18,11,83,0,0
Dare Ogunbowale,HOU,RB,12,0,0,0,0,0,8,35,0,7,2,18,0,0
Ben Sims,GNB,TE,17,0,0,0,0,0,0,0,0,6,4,21,1,0
Samori Toure,GNB,WR,11,0,0,0,0,0,0,0,0,18,8,78,0,1
Deuce Vaughn,DAL,RB,7,0,0,0,0,0,23,40,0,7,7,40,0,0
Trayveon Williams,CIN,RB,17,0,0,0,0,0,15,69,0,9,7,10,0,0
Blake Bell,KAN,TE,17,0,0,0,0,0,0,0,0,9,5,26,1,1
Gary Brightwell,NYG,RB,7,0,0,0,0,0,9,19,0,7,5,47,0,0
Chris Conley,SFO,WR,8,0,0,0,0,0,0,0,0,6,3,69,0,0
Josiah Deguara,GNB,TE,15,0,0,0,0,0,0,0,0,8,8,65,0,0
Simi Fehoko,LAC,WR,6,0,0,0,0,0,0,0,0,2,1,9,1,0
Eric Gray,NYG,RB,13,0,0,0,0,0,17,48,0,7,6,22,0,0
Tyler Johnson,LAR,WR,1,0,0,0,0,0,0,0,0,3,2,8,1,0
Velus Jones Jr.,CHI,WR,14,0,0,0,0,0,8,51,0,7,4,20,0,0
Clayton Tune,ARI,QB,7,12,21,62,0,2,8,30,1,0,0,0,0,1
Tylan Wallace,BAL,WR,11,0,0,0,0,0,0,0,0,2,1,11,0,0
Jalen Brooks,DAL,WR,7,0,0,0,0,0,0,0,0,6,6,64,0,0
DeAndre Carter,LVR,WR,17,0,0,0,0,0,3,18,0,7,4,39,0,0
Payne Durham,TAM,TE,13,0,0,0,0,0,0,0,0,7,5,58,0,0
Blaine Gabbert,KAN,QB,2,18,35,185,0,3,7,45,0,0,0,0,0,0
Rakim Jarrett,TAM,WR,10,0,0,0,0,0,1,0,0,9,4,60,0,0
Ko Kieft,TAM,TE,16,0,0,0,0,0,0,0,0,5,1,2,1,0
Isaiah McKenzie,IND,WR,13,0,0,0,0,0,3,14,0,14,11,82,0,2
Equanimeous St. Brown,CHI,WR,7,0,0,0,0,0,0,0,0,6,5,62,0,0
Ian Thomas,CAR,TE,12,0,0,0,0,0,0,0,0,9,5,56,0,0
Darnell Washington,PIT,TE,17,0,0,0,0,0,0,0,0,10,7,61,0,0
Mitchell Wilcox,CIN,TE,17,0,0,0,0,0,0,0,0,12,9,56,0,0
Damien Williams,ARI,RB,3,0,0,0,0,0,11,43,0,2,2,12,0,0
Brian Hoyer,LVR,QB,3,23,42,231,0,2,3,-3,0,0,0,0,0,0
Ty Montgomery,NWE,WR,13,0,0,0,0,0,3,9,0,12,5,40,0,0
Justyn Ross,KAN,WR,10,0,0,0,0,0,0,0,0,11,6,53,0,0
Brett Rypien,LAR,QB,2,18,38,172,0,1,3,19,0,0,0,0,0,1
Mike Strachan,CAR,WR,4,0,0,0,0,0,0,0,0,3,1,45,0,0
Michael Burton,DEN,FB,17,0,0,0,0,0,7,9,0,3,3,8,0,0
Grant Calcaterra,PHI,TE,15,0,0,0,0,0,0,0,0,4,4,39,0,0
Elijah Cooks,JAX,WR,9,0,0,0,0,0,0,0,0,4,3,38,0,0
Britain Covey,PHI,WR,16,0,0,0,0,0,0,0,0,6,4,42,0,0
Leonard Fournette,BUF,RB,2,0,0,0,0,0,12,40,0,0,0,0,0,0
Peyton Hendershot,DAL,TE,8,0,0,0,0,0,1,0,0,7,4,38,0,0
Rashaad Penny,PHI,RB,3,0,0,0,0,0,11,33,0,1,1,5,0,0
Jack Stoll,PHI,TE,17,0,0,0,0,0,0,0,0,8,5,38,0,0
Ke'Shawn Vaughn,TAM,RB,6,0,0,0,0,0,24,42,0,5,2,2,0,0
Khari Blasingame,CHI,FB,16,0,0,0,0,0,8,26,0,6,3,2,0,0
Keelan Doss,LAC,WR,5,0,0,0,0,0,0,0,0,13,6,33,0,0
Greg Dulcich,DEN,TE,2,0,0,0,0,0,0,0,0,4,3,25,0,0
Devin Duvernay,BAL,WR,13,0,0,0,0,0,4,15,0,9,4,18,0,0
Derrick Gore,WAS,RB,6,0,0,0,0,0,3,26,0,0,0,0,0,0
C.J. Ham,MIN,FB,17,0,0,0,0,0,1,7,0,9,7,25,0,0
Julian Hill,MIA,TE,15,0,0,0,0,0,0,0,0,9,6,48,0,1
Trishton Jackson,MIN,WR,7,0,0,0,0,0,0,0,0,4,2,9,0,0
James Mitchell,DET,TE,15,0,0,0,0,0,0,0,0,2,2,28,0,0
Jalen Nailor,MIN,WR,6,0,0,0,0,0,0,0,0,6,3,29,0,0
Teagan Quitoriano,HOU,TE,7,0,0,0,0,0,0,0,0,3,2,33,0,0
Cooper Rush,DAL,QB,7,18,24,144,0,1,12,-5,0,0,0,0,0,0
Steven Sims,HOU,WR,3,0,0,0,0,0,1,1,0,3,3,25,0,0
Keith Smith,ATL,FB,13,0,0,0,0,0,0,0,0,3,3,33,0,0
Sean Tucker,TAM,RB,11,0,0,0,0,0,15,23,0,2,2,9,0,0
Malik Willis,TEN,QB,3,4,5,74,0,0,5,21,0,0,0,0,0,1
Charlie Woerner,SFO,TE,17,0,0,0,0,0,0,0,0,3,3,32,0,0
Kenny Yeboah,NYJ,TE,5,0,0,0,0,0,0,0,0,4,2,28,0,0
